country,weight,dem_satisfied,press_freedom_imp,econ_good,religion_important,age_group,gender
India,2.2423006893131148,1,1,1,1,50–64,Female
India,3.4314509025898916,1,NA,1,1,50–64,Female
India,2.405683207437126,1,0,1,1,50–64,Female
India,0.23883369344111258,0,1,0,0,65+,Female
India,0.47766738688222515,1,0,1,1,65+,Female
India,0.4020427351767342,1,1,1,1,30–49,Female
India,1.1332932109635123,1,0,1,0,30–49,Male
India,3.4314509025898916,1,1,0,1,50–64,Male
India,0.0627580940184127,1,0,1,1,50–64,Male
India,0.15441928195827279,1,1,0,1,30–49,Male
India,0.13368208133632048,1,1,1,1,18–29,Male
India,0.0956570805866722,1,1,1,1,18–29,Male
India,0.7405933442843616,1,NA,1,1,18–29,Female
India,0.174756252198747,1,0,1,1,30–49,Male
India,0.285159779172329,1,0,0,1,30–49,Female
India,0.16284374872449522,0,0,0,1,30–49,Female
India,0.06685242161676198,1,NA,1,1,18–29,Female
India,0.1672829722328396,0,0,0,1,50–64,Female
India,0.0627580940184127,0,1,1,1,50–64,Male
India,0.0627580940184127,0,0,0,1,50–64,Female
India,0.21144530979719459,1,1,1,1,18–29,Female
India,0.09760098616825635,1,1,1,1,18–29,Male
India,0.28515977917232904,1,1,1,1,30–49,Female
India,0.26213397552420203,1,1,1,1,50–64,Male
India,0.4277390115292372,1,1,1,1,30–49,Female
India,0.09298616522575448,0,1,0,1,30–49,Female
India,0.16284374872449522,1,1,1,1,50–64,Female
India,0.36559191126694585,1,0,0,1,65+,Male
India,0.3100455849601263,0,1,0,1,50–64,Female
India,0.3100455849601263,1,1,0,1,30–49,Female
India,0.27671806666395976,0,1,0,1,65+,Female
India,1.7155888663643302,1,0,1,1,30–49,Female
India,1.0558618646018805,1,1,1,1,30–49,Male
India,1.0513750623244282,1,1,1,1,50–64,Male
India,0.91422256724714,1,1,0,1,18–29,Female
India,2.287633935059926,0,0,1,0,50–64,Female
India,0.6341907697536922,1,1,0,1,30–49,Male
India,0.7807596300812347,1,1,1,0,30–49,Male
India,1.6122726050760046,1,1,1,1,65+,Male
India,0.6341907697536922,1,1,0,1,30–49,Male
India,2.1496968067680053,1,1,1,1,50–64,Male
India,1.1809411939534726,1,1,1,1,18–29,Female
India,1.1819205442299483,1,0,1,1,30–49,Female
India,0.33439627789779486,1,1,1,1,30–49,Male
India,0.7603983281111192,0,1,1,1,18–29,Male
India,2.069855532310474,1,1,1,1,30–49,Female
India,0.8058549165204189,0,NA,1,1,30–49,Female
India,0.32202032929443464,1,0,0,1,18–29,Male
India,1.744087019340085,1,1,1,1,18–29,Female
India,0.10133220542357423,1,NA,1,1,30–49,Male
India,0.1774453704730079,1,1,1,1,30–49,Male
India,1.881686847554975,1,0,1,1,30–49,Female
India,0.3495116988502758,1,0,1,1,50–64,Male
India,0.37029752559416845,0,1,1,1,18–29,Female
India,0.1379856170612344,0,1,1,1,65+,Female
India,0.3973858884861964,1,1,0,1,18–29,Male
India,0.3060200632588511,0,1,1,1,30–49,Male
India,0.22211917036260573,0,NA,1,1,65+,Male
India,1.3322206500111848,1,1,1,1,30–49,Male
India,0.8200561656654878,1,1,1,1,30–49,Male
India,0.0627580940184127,0,1,1,1,30–49,Male
India,0.2851597791723289,1,1,1,1,30–49,Female
India,0.07154768521712189,0,1,1,1,30–49,Female
India,0.15858410418138524,1,1,1,1,18–29,Female
India,0.5467041104436587,1,1,1,1,30–49,Male
India,0.7099289384955888,1,1,1,1,18–29,Male
India,0.8200561656654878,1,1,1,1,30–49,Male
India,1.0648934077433836,1,1,1,1,18–29,Male
India,3.4314509025898916,0,0,1,1,18–29,Female
India,2.8832841929089925,1,1,1,1,18–29,Male
India,1.7762942000149127,1,1,1,1,30–49,Male
India,2.311262822800245,1,1,1,1,18–29,Female
India,0.8200561656654882,1,1,1,1,30–49,Male
India,1.3522022103939326,1,1,1,1,18–29,Male
India,1.8917591963276836,NA,NA,NA,1,50–64,Female
India,1.3533235868141835,1,1,1,1,30–49,Male
India,1.5117768994360876,1,1,0,1,18–29,Male
India,0.45766408635466393,1,1,1,1,65+,Female
India,0.8113213262363601,1,0,1,1,18–29,Male
India,0.6305361992527371,1,1,1,1,30–49,Female
India,2.370027601981177,0,NA,0,1,30–49,Male
India,3.0776267226422105,1,0,1,1,18–29,Male
India,0.6766617934070918,1,0,1,1,30–49,Male
India,2.2084713675835412,0,1,0,1,30–49,Female
India,1.8917591963276834,1,NA,1,1,50–64,Female
India,1.6029817667620099,1,1,1,0,50–64,Female
India,0.534327255587337,1,1,1,1,65+,Female
India,1.2611727975517895,1,NA,1,1,30–49,Female
India,3.4314509025898916,0,0,1,1,30–49,Female
India,0.3973858884861964,1,0,1,1,18–29,Male
India,0.6120387159037329,1,1,NA,1,30–49,Male
India,0.6120387159037329,1,1,1,1,30–49,Male
India,0.7405933442843616,1,NA,1,1,18–29,Female
India,0.7650480422271488,1,1,1,1,30–49,Male
India,0.48852974490270046,1,1,1,1,50–64,Female
India,0.3274290482901992,0,0,0,1,65+,Male
India,1.1042356837917706,1,1,0,1,30–49,Female
India,1.35343133034868,1,0,0,1,50–64,Male
India,3.3127070513753107,1,1,1,1,30–49,Female
India,1.534796577019275,1,0,1,1,18–29,Female
India,1.2673305468518654,1,1,1,1,18–29,Male
India,0.8864404081724608,1,1,1,1,30–49,Female
India,2.1496968067680053,1,1,1,1,65+,Male
India,3.4314509025898916,1,1,1,1,18–29,Female
India,3.4314509025898916,1,1,1,1,18–29,Male
India,3.3152682306226744,1,1,1,1,30–49,Male
India,0.5534361333279195,1,1,1,1,50–64,Female
India,1.051375062324428,1,0,1,1,50–64,Male
India,2.287451821819105,1,0,1,1,30–49,Female
India,1.2273928554132225,1,0,1,1,30–49,Male
India,3.1203416555830903,1,1,1,1,65+,Male
India,2.287633935059926,NA,NA,NA,1,30–49,Female
India,0.49908950938670293,1,1,0,1,50–64,Male
India,1.9384261453812974,NA,0,1,1,50–64,Female
India,0.20957528419617438,0,1,1,1,30–49,Male
India,1.82844513449428,1,1,1,1,18–29,Female
India,0.2929334149750622,1,NA,1,1,30–49,Female
India,0.5429286124465522,1,1,0,1,30–49,Female
India,0.7050262219544547,1,1,1,1,18–29,Female
India,3.4314509025898916,1,1,1,1,18–29,Female
India,1.4882031343145223,0,1,1,1,18–29,Male
India,1.0560406998625358,1,0,NA,1,30–49,Female
India,0.668983150663829,1,1,1,1,18–29,Female
India,3.4314509025898916,1,1,1,1,65+,Male
India,0.3157163635012999,1,1,1,1,50–64,Male
India,1.0768818801135975,1,1,1,1,18–29,Male
India,1.0303449217339866,1,1,1,1,30–49,Female
India,1.5049571887835074,1,1,1,1,18–29,Male
India,0.0627580940184127,0,1,0,1,30–49,Female
India,0.11142054314179475,0,1,1,1,18–29,Female
India,0.0627580940184127,1,1,1,1,30–49,Male
India,0.9771349121672758,1,0,1,1,50–64,Male
India,0.767194491391777,1,1,1,1,50–64,Male
India,0.7603983281111193,0,0,1,1,18–29,Male
India,2.1822445705535647,1,1,1,1,30–49,Male
India,0.2819355955670316,1,0,0,1,65+,Male
India,0.32568674681302145,1,1,0,1,30–49,Female
India,0.08067262357196889,1,0,0,1,30–49,Male
India,0.2440017905764024,0,1,1,1,18–29,Male
India,0.4277390115292371,0,1,0,1,30–49,Female
India,0.13445420734701213,1,0,1,1,30–49,Male
India,0.1671025119372245,1,1,1,0,18–29,Male
India,0.0627580940184127,0,1,0,1,30–49,Male
India,1.9622013221757149,1,0,NA,1,18–29,Male
India,1.881686847554975,1,0,1,1,30–49,Female
India,0.3940755941778359,1,1,0,1,50–64,Female
India,3.4314509025898916,1,NA,1,1,30–49,Male
India,0.09514232758773367,1,0,0,1,18–29,Male
India,1.4198578769911776,0,NA,0,1,18–29,Male
India,3.331907410502368,1,0,1,1,30–49,Male
India,1.4168894488955128,1,1,1,1,18–29,Male
India,3.4314509025898916,1,NA,1,1,18–29,Male
India,3.4314509025898916,1,NA,1,1,18–29,Male
India,1.9027237806957245,1,0,1,1,30–49,Male
India,0.0627580940184127,1,NA,1,1,30–49,Female
India,0.0627580940184127,0,1,1,1,50–64,Male
India,0.09413701925598625,0,1,0,1,30–49,Male
India,1.8716721605568758,1,1,1,1,18–29,Male
India,1.0096689122734446,1,1,1,1,30–49,Male
India,1.0080219698173447,1,1,1,1,18–29,Female
India,3.1529319938794735,1,1,NA,1,50–64,Female
India,1.3533235868141835,0,1,0,1,30–49,Male
India,0.23786027370371884,1,1,0,1,50–64,Male
India,0.6305863987758947,1,0,1,1,50–64,Female
India,0.40310170821343516,1,0,1,1,50–64,Male
India,0.07000639432786353,0,1,0,1,30–49,Female
India,0.4168939023438893,1,1,0,1,30–49,Male
India,0.0627580940184127,1,0,1,1,50–64,Male
India,0.2727805713191956,0,1,0,1,30–49,Male
India,0.5563989608771244,1,1,0,1,30–49,Male
India,0.12544152787866691,0,1,1,1,50–64,Female
India,0.5184712503023928,0,1,0,1,30–49,Female
India,0.0627580940184127,1,0,1,1,18–29,Female
India,0.15872463313166563,1,1,1,1,18–29,Male
India,0.08874308838033008,0,1,1,1,18–29,Female
India,0.20192658056418292,1,NA,1,1,65+,Male
India,0.14416741174075753,1,1,0,1,18–29,Female
India,0.0627580940184127,1,0,0,1,50–64,Male
India,0.4277390115292371,1,1,0,1,30–49,Female
India,0.45902938958074985,0,0,0,1,30–49,Male
India,0.08865681823583771,0,1,1,1,18–29,Female
India,0.34951169885027583,1,0,1,1,50–64,Male
India,0.26213397552420203,1,0,1,1,50–64,Male
India,0.06507834480745123,0,0,0,1,18–29,Female
India,0.0627580940184127,0,0,1,1,50–64,Male
India,0.42773901152923727,0,1,1,1,30–49,Female
India,0.3701981622184053,1,1,1,1,65+,Male
India,0.17475625219874694,0,NA,0,1,50–64,Male
India,0.13967771578691776,1,1,0,1,18–29,Male
India,0.13105655382267545,1,1,1,1,30–49,Male
India,0.0627580940184127,1,1,1,1,30–49,Female
India,0.07678161071564138,1,1,1,1,50–64,Male
India,0.20173028093567028,0,0,0,1,65+,Male
India,2.2084713675835412,0,0,0,1,30–49,Female
India,3.31270705137531,1,0,1,1,30–49,Female
India,1.637580131802102,1,1,1,1,18–29,Female
India,2.0469751647526273,1,1,1,1,18–29,Female
India,1.6029817667620099,0,1,0,1,65+,Female
India,0.5040109849086724,1,1,1,1,18–29,Female
India,1.6029817667620099,1,0,1,1,65+,Female
India,0.45902938958075007,1,1,1,1,30–49,Male
India,0.08141539255535243,0,1,0,1,30–49,Female
India,0.13642160877725157,1,1,0,1,18–29,Female
India,0.23786027370371884,0,1,0,0,50–64,Male
India,0.8136259602283238,1,1,0,1,30–49,Female
India,0.3881302229237694,1,1,0,1,30–49,Female
India,1.3533235868141835,1,1,0,1,30–49,Male
India,2.2936595200117513,1,1,0,1,50–64,Male
India,0.23786027370371884,0,1,0,1,50–64,Male
India,1.1338326745770657,1,1,1,1,18–29,Male
India,0.6305361992527371,1,1,1,1,30–49,Female
India,0.3567904105555782,0,1,0,1,30–49,Male
India,1.2611727975517895,0,NA,1,1,50–64,Female
India,0.6766617934070918,1,0,0,1,30–49,Male
India,1.014992690110637,0,1,0,1,30–49,Male
India,0.6766617934070918,0,0,0,1,30–49,Male
India,3.1107610362313505,0,1,0,1,30–49,Male
India,1.4198578769911776,0,1,0,1,18–29,Male
India,3.4314509025898916,1,1,0,1,18–29,Male
India,3.3106848167502108,1,1,1,1,50–64,Female
India,2.3066273543271927,1,1,1,1,18–29,Male
India,0.661535643034649,1,1,1,1,18–29,Female
India,0.711945557941703,1,1,1,1,30–49,Female
India,1.1091115311740354,1,1,1,1,50–64,Male
India,0.7099289384955888,1,1,0,0,18–29,Male
India,0.5939216288577435,1,1,1,1,65+,Male
India,0.7555288073090082,0,0,0,1,30–49,Male
India,1.1332932109635123,1,0,1,1,30–49,Male
India,0.7555288073090082,0,0,0,0,30–49,Male
India,0.91422256724714,1,0,1,1,18–29,Female
India,0.4165231005457642,1,0,1,1,30–49,Male
India,1.0080219698173447,1,1,1,1,18–29,Female
India,0.4757205474074377,1,0,1,1,30–49,Male
India,0.23786027370371884,1,0,1,1,30–49,Male
India,1.3584557802331927,1,0,1,1,30–49,Female
India,0.5703182438871555,1,NA,1,1,30–49,Female
India,0.08737117012906855,1,NA,1,NA,30–49,Male
India,0.3449630885766741,1,1,1,1,65+,Female
India,0.285159779172329,1,NA,1,1,30–49,Female
India,0.41395557908221114,1,1,1,1,65+,Female
India,0.08397952254446567,0,1,1,1,65+,Male
India,2.370027601981177,1,1,1,1,30–49,Male
India,0.5734148800029377,1,1,0,1,65+,Male
India,2.370027601981177,1,1,1,1,30–49,Male
India,2.370027601981177,1,0,0,1,30–49,Male
India,2.867836008063197,1,0,NA,1,18–29,Female
India,0.23786027370371884,1,1,1,1,50–64,Male
India,1.8917591963276836,0,1,0,1,30–49,Female
India,0.6247846508186462,1,0,1,1,30–49,Male
India,0.5094372628596245,1,1,1,1,30–49,Female
India,1.984270845752695,1,1,1,1,18–29,Male
India,0.6544590781870913,1,1,1,1,30–49,Male
India,1.7748223462389732,1,1,1,1,18–29,Male
India,0.8200561656654882,1,1,1,1,30–49,Male
India,0.1029462801081239,1,1,1,1,30–49,Male
India,0.0627580940184127,0,NA,1,1,30–49,Female
India,0.1029462801081239,0,1,0,1,30–49,Male
India,0.0627580940184127,1,0,1,1,30–49,Male
India,0.06864247766893879,0,1,1,1,30–49,Female
India,1.9100662206863521,1,1,1,1,30–49,Male
India,0.13227199194857875,1,NA,1,1,65+,Male
India,0.5071865450442802,1,1,1,1,30–49,Male
India,0.12697977089043386,0,1,0,1,18–29,Male
India,0.11102085337965877,1,1,1,1,30–49,Female
India,0.2782001857460346,1,1,1,1,30–49,Male
India,0.7526311781421108,1,1,1,1,65+,Male
India,1.5052623562842216,1,1,1,1,65+,Male
India,2.536965040927632,1,NA,1,1,50–64,Male
India,1.235303625967539,1,1,1,1,18–29,Male
India,0.5573271298296583,1,1,1,1,30–49,Male
India,3.4314509025898916,1,1,1,1,30–49,Male
India,3.224545210152009,1,1,1,1,50–64,Male
India,0.08141539255535238,1,1,0,1,30–49,Female
India,0.5703182438871554,1,0,0,1,30–49,Female
India,1.0178187565796737,1,1,0,1,30–49,Male
India,1.2611727975517895,1,1,1,1,50–64,Female
India,2.522345595103579,0,1,1,1,30–49,Female
India,0.5040109849086724,1,1,1,1,18–29,Female
India,0.6785458377197827,1,1,0,0,30–49,Male
India,0.7555288073090082,1,1,1,1,30–49,Male
India,1.471650991631785,1,1,1,1,18–29,Male
India,1.3713338508707102,1,1,1,1,18–29,Female
India,0.7555288073090082,0,0,1,0,30–49,Male
India,0.34067082914066643,1,1,1,1,50–64,Female
India,1.0560406998625358,1,1,1,1,30–49,Female
India,0.7969225860159119,1,1,1,0,18–29,Male
India,1.1349014734890088,1,1,0,0,18–29,Male
India,3.0892783514711435,1,1,1,0,30–49,Female
India,3.4314509025898916,1,1,1,1,30–49,Female
India,2.9550366041968865,0,NA,1,1,50–64,Female
India,0.8276053151993636,1,1,1,1,30–49,Female
India,0.3559727789708515,1,1,1,1,30–49,Female
India,0.0627580940184127,0,1,0,1,30–49,Female
India,0.20697810756599,0,0,1,0,50–64,Female
India,0.07516084699211341,0,1,0,0,30–49,Male
India,0.0627580940184127,1,1,0,0,30–49,Female
India,0.0627580940184127,0,1,0,1,30–49,Female
India,0.0627580940184127,1,1,0,1,50–64,Male
India,0.0627580940184127,1,0,1,0,50–64,Male
India,1.1815336684450237,1,1,1,1,50–64,Female
India,1.4751296840661088,NA,1,1,1,18–29,Male
India,1.7209846314104618,1,1,1,1,18–29,Male
India,0.8821141430085668,1,1,1,1,30–49,Female
India,3.4314509025898916,0,NA,NA,0,50–64,Female
India,0.06973967749737338,0,1,0,1,30–49,Female
India,0.13967771578691776,1,0,0,1,18–29,Male
India,0.42773901152923727,1,0,1,1,30–49,Female
India,0.07484134186575014,1,NA,1,1,50–64,Male
India,0.14258054681945995,0,0,0,1,30–49,Female
India,0.9457512279075073,1,1,0,1,18–29,Male
India,1.2316047616328487,1,1,1,1,18–29,Female
India,0.2544544021044079,1,1,1,1,65+,Male
India,0.5545438993185585,1,1,0,1,50–64,Male
India,0.6032540138295025,0,1,0,0,30–49,Female
India,0.8406677581400063,0,1,0,1,18–29,Male
India,1.2673305468518659,1,1,1,1,18–29,Male
India,1.585476924384232,1,1,1,1,30–49,Male
India,2.536965040927632,1,1,1,1,50–64,Male
India,2.2212716070015794,1,1,1,1,30–49,Male
India,2.003159728082616,1,1,1,1,65+,Female
India,2.36402928335751,1,1,1,1,30–49,Female
India,1.7730219625181332,1,1,1,1,50–64,Female
India,3.4314509025898916,1,1,1,1,30–49,Female
India,2.687834813789701,1,1,1,1,18–29,Female
India,0.39037981504061736,1,0,1,1,30–49,Male
India,0.2446491491669842,1,NA,1,1,50–64,Female
India,0.5055896319990794,1,0,NA,1,30–49,Female
India,0.08885540444677105,1,0,1,1,30–49,Female
India,0.18744719726947282,1,1,1,1,18–29,Female
India,0.08885540444677105,1,0,1,1,30–49,Female
India,0.0627580940184127,1,1,1,1,30–49,Male
India,2.267665349154131,1,1,1,1,18–29,Male
India,1.0413077513644111,1,1,1,1,30–49,Male
India,1.8917591963276836,1,NA,1,1,30–49,Female
India,1.0817617683151473,1,1,1,1,18–29,Male
India,3.3127070513753107,1,1,1,1,30–49,Female
India,1.7202446400088123,1,1,1,1,65+,Male
India,3.4314509025898916,1,NA,NA,1,50–64,Female
India,1.3322206500111848,1,NA,1,1,30–49,Male
India,2.129786815486767,1,0,1,1,18–29,Male
India,0.9800151356384313,1,NA,NA,1,30–49,Female
India,1.3322206500111853,1,1,1,1,30–49,Male
India,0.09752246714423271,1,0,1,1,18–29,Female
India,0.06501508781359909,NA,1,1,1,18–29,Female
India,0.21123973435574794,0,1,0,1,18–29,Female
India,0.36993759160431,0,0,1,1,18–29,Female
India,0.9248411696861862,0,1,0,1,18–29,Female
India,1.4797447477723285,0,0,0,1,18–29,Female
India,0.7243237644026481,1,1,0,1,30–49,Male
India,0.3542223622238782,1,1,1,1,18–29,Male
India,1.001579864041308,1,1,1,1,65+,Female
India,0.4723764775813892,1,1,1,0,18–29,Female
India,0.4723764775813892,1,NA,1,1,18–29,Female
India,0.2819355955670316,1,1,1,1,65+,Male
India,0.873968177462682,1,1,1,1,30–49,Male
India,0.7050262219544545,1,1,1,1,18–29,Female
India,0.332726339591135,0,NA,NA,0,30–49,Male
India,0.28159418003799186,1,0,1,1,30–49,Female
India,0.9163836089248579,1,1,1,1,18–29,Female
India,1.0425725090962505,1,0,1,1,65+,Male
India,3.4314509025898916,0,NA,1,1,18–29,Male
India,3.4314509025898916,1,NA,1,1,18–29,Female
India,1.5976127073869848,0,1,1,1,18–29,Male
India,3.23185582088342,1,1,1,1,30–49,Male
India,0.3383308967035457,1,1,1,1,30–49,Male
India,1.7202446400088123,1,1,1,1,65+,Male
India,3.4314509025898916,0,NA,1,1,30–49,Female
India,2.5039496601032694,NA,NA,NA,NA,65+,Female
India,0.30687779655671066,1,1,1,1,50–64,Male
India,0.2851597791723289,1,0,1,1,30–49,Female
India,0.1480796744353353,1,1,0,1,65+,Male
India,0.2269131616938906,1,0,1,1,18–29,Male
India,0.10569452952924088,1,0,1,1,65+,Male
India,0.9924960458070802,1,1,1,1,18–29,Male
India,0.3116016895948599,1,0,1,1,30–49,Female
India,1.6042210926581024,0,0,1,1,50–64,Male
India,0.7555259286298066,1,0,1,1,30–49,Female
India,0.5826454516417884,0,NA,1,1,30–49,Male
India,1.513201964652012,1,1,1,0,18–29,Male
India,3.4314509025898916,1,0,1,1,30–49,Female
India,1.4948671262087436,1,1,1,1,50–64,Female
India,0.2819355955670316,1,0,1,1,50–64,Male
India,2.6462515281808368,1,0,1,1,30–49,Female
India,1.513201964652012,0,0,1,1,18–29,Male
India,1.1349014734890088,0,0,0,1,18–29,Male
India,0.6322918150592193,0,1,1,1,30–49,Female
India,0.08255007168251827,1,1,1,1,18–29,Male
India,0.14743787316066173,1,0,1,1,30–49,Male
India,0.0627580940184127,1,1,0,1,30–49,Female
India,0.5549054509636712,0,1,1,1,18–29,Female
India,0.17457204653637262,1,1,1,1,30–49,Male
India,3.4314509025898916,1,1,1,1,30–49,Male
India,1.2645836301184386,1,1,1,1,30–49,Female
India,0.19230677387248873,0,1,0,1,18–29,Female
India,0.0627580940184127,1,1,1,1,30–49,Female
India,1.0626670866716343,1,1,1,1,18–29,Male
India,0.5545438993185585,1,1,0,1,50–64,Male
India,0.38168160315661204,1,1,1,0,65+,Male
India,0.3170953848768461,1,0,1,1,30–49,Male
India,1.6366834279151725,1,NA,1,1,30–49,Male
India,0.7603983281111193,1,1,1,1,18–29,Male
India,0.8183417139575863,1,1,1,1,30–49,Male
India,0.9759495376015446,1,1,1,1,30–49,Male
India,1.0864856466039718,1,1,1,1,30–49,Male
India,0.26213397552420187,1,0,1,1,50–64,Male
India,0.32568674681302145,1,1,1,1,30–49,Female
India,0.306020063258851,0,1,1,1,30–49,Male
India,0.09761736722020582,1,0,1,1,18–29,Female
India,0.13967771578691776,1,1,1,1,18–29,Male
India,0.0627580940184127,1,0,1,1,30–49,Female
India,0.0627580940184127,1,1,1,1,30–49,Male
India,0.6296049405248388,1,1,1,1,30–49,Female
India,1.034927766155237,1,NA,0,1,30–49,Female
India,0.46830243931736903,1,0,0,1,30–49,Male
India,1.018874525719249,1,0,1,1,30–49,Female
India,0.8200561656654878,1,1,0,0,30–49,Male
India,3.1107610362313505,1,1,1,1,30–49,Male
India,0.16284374872449522,1,NA,1,1,50–64,Female
India,0.10572289856595037,0,1,1,1,18–29,Female
India,0.06899312655843337,0,NA,1,1,65+,Female
India,0.0627580940184127,1,1,1,1,30–49,Male
India,0.08737117012906855,1,1,1,1,30–49,Male
India,0.24426524776846997,1,1,1,1,50–64,Female
India,0.37029752559416845,1,1,1,1,18–29,Female
India,0.19520152244014627,1,1,1,1,18–29,Male
India,0.08142224968282734,1,1,1,1,30–49,Female
India,0.0627580940184127,1,1,1,1,30–49,Female
India,1.001579864041308,NA,NA,NA,1,50–64,Female
India,1.980457807517433,1,1,1,1,18–29,Female
India,3.4314509025898916,1,1,1,1,30–49,Female
India,2.5039496601032694,1,NA,1,1,50–64,Female
India,0.20773445972990667,1,1,1,1,50–64,Female
India,1.235303625967539,1,1,1,1,18–29,Male
India,0.0627580940184127,1,0,1,1,30–49,Female
India,0.1628437487244952,NA,NA,NA,NA,50–64,Female
India,0.1628437487244952,1,NA,1,NA,30–49,Female
India,0.37029752559416834,1,NA,1,1,18–29,Female
India,0.7947699452033267,NA,NA,NA,1,18–29,Male
India,0.7947699452033267,NA,0,1,1,18–29,Male
India,0.13015638963319096,1,1,1,1,18–29,Female
India,0.37029752559416834,NA,NA,1,1,18–29,Female
India,0.24426524776846997,0,NA,1,1,50–64,Female
India,1.719781087570622,1,0,1,1,50–64,Female
India,3.4314509025898916,0,1,1,1,18–29,Male
India,0.5732147265933971,1,1,1,1,30–49,Female
India,1.457256151601827,1,1,1,1,65+,Female
India,1.747936354925364,1,1,0,1,30–49,Male
India,2.6462515281808345,0,1,0,1,30–49,Female
India,0.873968177462682,1,1,1,1,30–49,Male
India,0.5292684858051402,0,1,1,1,30–49,Female
India,1.2292747367217585,1,1,1,1,18–29,Male
India,1.0585369716102804,0,1,0,1,30–49,Female
India,0.7573147282650262,1,1,1,1,30–49,Male
India,0.40299308483782026,1,1,1,1,50–64,Female
India,1.2349598002119941,1,1,0,1,30–49,Female
India,1.2292747367217585,1,1,1,1,18–29,Male
India,0.4917098946887034,1,1,1,1,18–29,Male
India,0.08865681823583771,0,1,0,1,18–29,Female
India,0.7887796133272318,1,1,1,1,30–49,Male
India,0.4855378763681566,0,1,0,1,30–49,Male
India,1.0167444140953237,1,1,0,1,30–49,Female
India,0.545653546363176,1,1,1,1,30–49,Female
India,0.7148976097114724,1,1,1,1,50–64,Female
India,0.8864404081724608,1,1,1,1,30–49,Female
India,0.9447529551627784,1,1,1,1,18–29,Female
India,3.4314509025898916,1,1,1,1,30–49,Female
India,0.39037981504061736,1,1,1,1,30–49,Male
India,0.9759495376015446,0,1,1,1,30–49,Male
India,1.9027237806957245,0,1,1,1,50–64,Male
India,0.7243237644026481,1,1,0,1,50–64,Male
India,0.1879790552011258,NA,1,0,1,65+,Female
India,0.33241299296322363,0,1,1,1,30–49,Male
India,0.30975359804179126,1,0,0,1,50–64,Female
India,0.4165231005457642,1,1,1,1,30–49,Male
India,0.6247846508186462,0,1,1,1,30–49,Male
India,0.6766617934070918,1,0,1,0,30–49,Male
India,0.3881302229237694,0,1,0,0,30–49,Female
India,0.30510939090310935,1,0,1,0,65+,Female
India,0.30975359804179126,0,1,1,1,30–49,Female
India,0.3567904105555779,0,0,1,0,50–64,Male
India,0.33241299296322363,1,0,1,1,30–49,Male
India,0.0627580940184127,0,1,0,1,30–49,Female
India,1.0648934077433836,1,1,1,1,18–29,Male
India,0.8200561656654878,1,1,1,1,30–49,Male
India,0.11378832523648089,1,1,0,1,30–49,Female
India,0.13296270696434326,0,1,1,1,18–29,Male
India,0.13798561706123438,1,0,1,1,50–64,Female
India,0.0627580940184127,0,1,1,1,65+,Male
India,0.0627580940184127,0,0,1,1,30–49,Female
India,0.0627580940184127,1,0,1,1,50–64,Male
India,0.0627580940184127,1,1,1,1,30–49,Female
India,0.0627580940184127,1,0,1,1,65+,Male
India,0.0751734617595197,0,0,1,1,30–49,Female
India,1.2726099761510794,1,0,1,1,18–29,Female
India,1.8094555672527524,1,1,0,0,30–49,Male
India,0.3916812344191414,1,1,1,1,18–29,Female
India,2.1016693953500165,1,1,1,1,18–29,Male
India,2.2084713675835412,1,1,1,1,30–49,Female
India,2.2084713675835412,1,1,1,1,30–49,Female
India,3.4314509025898916,1,1,1,1,50–64,Female
India,0.6548580965803984,1,1,1,1,50–64,Male
India,0.13015638963319096,1,1,1,1,18–29,Female
India,0.0627580940184127,1,1,1,1,50–64,Male
India,0.5467041104436587,0,1,1,1,30–49,Male
India,0.3307678215173245,1,1,1,1,18–29,Female
India,1.449355837495011,1,1,NA,1,30–49,Female
India,0.9923034645519727,1,1,1,1,18–29,Female
India,0.3549644692477944,1,0,1,1,18–29,Male
India,0.15610081310578974,1,1,1,1,50–64,Male
India,3.1107610362313505,1,1,1,1,30–49,Male
India,0.8276712041875527,1,1,NA,1,50–64,Female
India,1.0648934077433836,1,0,1,1,18–29,Male
India,0.661535643034649,1,1,1,1,18–29,Female
India,1.5976127073869848,1,1,1,1,18–29,Male
India,0.9834197893774068,1,1,1,1,18–29,Male
India,1.457256151601827,0,0,1,1,50–64,Female
India,1.322947142022964,1,0,1,1,30–49,Male
India,1.2303921184987994,0,0,1,1,50–64,Male
India,2.0077012432577654,1,0,NA,1,30–49,Female
India,0.09161402459396256,1,1,1,1,65+,Male
India,0.18322804918792512,1,1,1,1,65+,Male
India,1.0425725090962505,1,1,1,1,65+,Male
India,0.19028430194567889,1,1,0,1,18–29,Male
India,0.26213397552420187,0,1,1,1,50–64,Male
India,0.2851597791723288,0,0,0,1,30–49,Female
India,0.13015638963319093,0,0,1,1,18–29,Female
India,0.0627580940184127,1,1,1,1,18–29,Female
India,0.29579107610786703,1,1,1,1,50–64,Female
India,0.12685631904027284,1,1,1,1,18–29,Male
India,0.5855697225609267,1,1,0,1,30–49,Male
India,2.4795565355671485,1,1,1,1,18–29,Male
India,3.004739592123923,1,1,1,1,65+,Female
India,0.28335061744845774,1,1,1,1,65+,Male
India,0.7603983281111193,1,1,1,1,18–29,Male
India,0.20697810756598992,1,1,1,1,50–64,Female
India,0.2851597791723289,1,1,1,1,30–49,Female
India,0.2851597791723289,1,1,1,1,30–49,Female
India,0.26213397552420187,1,1,1,1,30–49,Male
